timestamp_utc,airnow_pm25_obs_ug_m3,geoscf_pm25_fcst_tplus1_ug_m3,geoscf_pm25_fcst_tplus2_ug_m3,geoscf_pm25_fcst_tplus3_ug_m3,hour_utc,day_of_year
2023-02-01 00:00:00+00:00,2.257142857142857,6.177017529805501,7.7855478922526045,10.009906133015951,0,32
2023-02-01 01:00:00+00:00,1.9428571428571428,7.7855478922526045,10.009906133015951,12.827660322189331,1,32
2023-02-01 02:00:00+00:00,4.742857142857143,10.009906133015951,12.827660322189331,15.780588110287985,2,32
2023-02-01 03:00:00+00:00,5.3999999999999995,12.827660322189331,15.780588110287985,18.185683568318684,3,32
2023-02-01 04:00:00+00:00,5.500000000000001,15.780588110287985,18.185683568318684,19.40908843278885,4,32
2023-02-01 05:00:00+00:00,6.7142857142857135,18.185683568318684,19.40908843278885,19.264014144738514,5,32
2023-02-01 06:00:00+00:00,7.3,19.40908843278885,19.264014144738514,17.887437343597412,6,32
2023-02-01 07:00:00+00:00,8.285714285714285,19.264014144738514,17.887437343597412,15.772193908691406,7,32
2023-02-01 08:00:00+00:00,8.142857142857142,17.887437343597412,15.772193908691406,14.136401613553366,8,32
2023-02-01 09:00:00+00:00,7.514285714285715,15.772193908691406,14.136401613553366,12.916643579800924,9,32
2023-02-01 10:00:00+00:00,5.828571428571428,14.136401613553366,12.916643579800924,12.101850668589273,10,32
2023-02-01 11:00:00+00:00,6.085714285714286,12.916643579800924,12.101850668589273,11.898996392885843,11,32
2023-02-01 12:00:00+00:00,6.171428571428572,8.765871922175089,9.216722329457602,10.768850962320963,12,32
2023-02-01 13:00:00+00:00,5.628571428571428,9.216722329457602,10.768850962320963,13.033654769261679,13,32
2023-02-01 14:00:00+00:00,6.814285714285715,10.768850962320963,13.033654769261679,9.823574741681417,14,32
2023-02-01 15:00:00+00:00,7.3,13.033654769261679,9.823574741681417,7.231071511904399,15,32
2023-02-01 16:00:00+00:00,8.757142857142858,9.823574741681417,7.231071511904399,6.022385279337565,16,32
2023-02-01 17:00:00+00:00,8.828571428571427,7.231071511904399,6.022385279337565,5.249169588088989,17,32
2023-02-01 18:00:00+00:00,5.385714285714286,6.022385279337565,5.249169588088989,5.093502600987752,18,32
2023-02-01 19:00:00+00:00,3.6142857142857148,5.249169588088989,5.093502600987752,5.2082827885945635,19,32
2023-02-01 20:00:00+00:00,3.9285714285714284,5.093502600987752,5.2082827885945635,6.163354555765788,20,32
2023-02-01 21:00:00+00:00,5.328571428571428,5.2082827885945635,6.163354555765788,9.106257239977518,21,32
2023-02-01 22:00:00+00:00,4.257142857142857,6.163354555765788,9.106257239977518,13.272692998250326,22,32
2023-02-01 23:00:00+00:00,3.1285714285714286,9.106257239977518,13.272692998250326,18.10393476486206,23,32
2023-02-02 00:00:00+00:00,2.6714285714285717,13.272692998250326,18.10393476486206,23.088451266288757,0,33
2023-02-02 01:00:00+00:00,3.414285714285714,18.10393476486206,23.088451266288757,29.19686524073283,1,33
