timestamp_utc,airnow_pm25_obs_ug_m3,geoscf_pm25_fcst_tplus1_ug_m3,geoscf_pm25_fcst_tplus2_ug_m3,geoscf_pm25_fcst_tplus3_ug_m3,hour_utc,day_of_year,naqfc_pm25_fcst_tplus1_ug_m3,naqfc_pm25_fcst_tplus2_ug_m3,naqfc_pm25_fcst_tplus3_ug_m3
2024-12-27 03:00:00+00:00,14.885714285714284,28.70669190088908,36.78909762700399,44.6894915898641,3,362,22.59000015258789,23.059999465942383,23.5400390625
2024-12-27 04:00:00+00:00,14.94285714285714,36.78909762700399,44.6894915898641,51.27400620778402,4,362,23.059999465942383,23.5400390625,23.500015258789062
2024-12-27 05:00:00+00:00,21.285714285714285,44.6894915898641,51.27400620778402,56.11053983370463,5,362,23.5400390625,23.500015258789062,23.38193130493164
2024-12-27 06:00:00+00:00,20.414285714285715,51.27400620778402,56.11053983370463,59.27262504895528,6,362,25.10001564025879,25.232460021972656,25.490039825439453
2024-12-27 07:00:00+00:00,18.685714285714283,56.11053983370463,59.27262504895528,62.561330795288086,7,362,25.232460021972656,25.490039825439453,25.066179275512695
2024-12-27 08:00:00+00:00,16.585714285714285,59.27262504895528,62.561330795288086,65.98154258728027,8,362,25.490039825439453,25.066179275512695,24.74154281616211
2024-12-27 09:00:00+00:00,17.5,62.561330795288086,65.98154258728027,67.6322979927063,9,362,25.066179275512695,24.74154281616211,25.292423248291016
2024-12-27 10:00:00+00:00,17.242857142857144,65.98154258728027,67.6322979927063,68.57723236083984,10,362,24.74154281616211,25.292423248291016,26.805471420288086
2024-12-27 11:00:00+00:00,15.414285714285716,67.6322979927063,68.57723236083984,69.21341896057129,11,362,25.292423248291016,26.805471420288086,29.2849178314209
2024-12-27 12:00:00+00:00,11.885714285714286,101.38189466794331,116.49930373827615,135.59628772735596,12,362,27.180034637451172,29.433927536010742,32.93215560913086
2024-12-27 13:00:00+00:00,10.400000000000002,116.49930373827615,135.59628772735596,112.27311690648396,13,362,29.433927536010742,32.93215560913086,37.54318618774414
2024-12-27 14:00:00+00:00,11.614285714285714,135.59628772735596,112.27311690648396,65.55929867426555,14,362,32.93215560913086,37.54318618774414,38.991188049316406
2024-12-27 15:00:00+00:00,12.542857142857144,112.27311690648396,65.55929867426555,42.08466784159342,15,362,37.54318618774414,38.991188049316406,29.25056266784668
2024-12-27 16:00:00+00:00,10.7,65.55929867426555,42.08466784159342,28.425185879071552,16,362,38.991188049316406,29.25056266784668,22.30247688293457
2024-12-27 17:00:00+00:00,9.142857142857142,42.08466784159342,28.425185879071552,18.990023612976078,17,362,29.25056266784668,22.30247688293457,18.780288696289062
2024-12-27 18:00:00+00:00,8.642857142857142,28.425185879071552,18.990023612976078,13.172355016072592,18,362,22.30247688293457,18.780288696289062,17.502416610717773
2024-12-27 19:00:00+00:00,8.1,18.990023612976078,13.172355016072592,9.805845379829409,19,362,18.780288696289062,17.502416610717773,17.270496368408203
2024-12-27 20:00:00+00:00,8.271428571428572,13.172355016072592,9.805845379829409,8.301217238108316,20,362,17.502416610717773,17.270496368408203,17.490238189697266
2024-12-27 21:00:00+00:00,9.042857142857144,9.805845379829409,8.301217238108316,10.874445796012878,21,362,17.270496368408203,17.490238189697266,17.723360061645508
2024-12-27 22:00:00+00:00,9.1,8.301217238108316,10.874445796012878,15.15248680114746,22,362,17.490238189697266,17.723360061645508,19.691654205322266
2024-12-27 23:00:00+00:00,8.185714285714285,10.874445796012878,15.15248680114746,21.143948515256245,23,362,17.723360061645508,19.691654205322266,23.441308975219727
2024-12-28 00:00:00+00:00,6.7,15.15248680114746,21.143948515256245,27.47644909222921,0,363,19.691654205322266,23.441308975219727,24.863746643066406
2024-12-28 01:00:00+00:00,6.614285714285715,21.143948515256245,27.47644909222921,33.837409575780235,1,363,23.441308975219727,24.863746643066406,25.09337043762207
2024-12-28 02:00:00+00:00,8.828571428571427,27.47644909222921,33.837409575780235,40.12659033139547,2,363,24.863746643066406,25.09337043762207,24.660184860229492
2024-12-28 03:00:00+00:00,10.857142857142858,33.837409575780235,40.12659033139547,44.737205823262535,3,363,25.09337043762207,24.660184860229492,23.46150779724121
2024-12-28 04:00:00+00:00,10.571428571428571,40.12659033139547,44.737205823262535,48.21147886912028,4,363,24.660184860229492,23.46150779724121,22.23273468017578
2024-12-28 05:00:00+00:00,12.914285714285716,44.737205823262535,48.21147886912028,50.63051335016886,5,363,23.46150779724121,22.23273468017578,21.36007308959961
2024-12-28 06:00:00+00:00,13.94285714285714,48.21147886912028,50.63051335016886,51.75289662679037,6,363,23.40787124633789,24.07175636291504,25.317367553710938
