issue_time_utc,valid_time_utc,forecast_hour,cams_pm25_ug_m3,nearest_grid_lat,nearest_grid_lon,source_file
2024-01-04 12:00:00+00:00,2024-01-04 15:00:00+00:00,3,4.658593066864114,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 16:00:00+00:00,4,6.810798147682817,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 17:00:00+00:00,5,9.236879705554202,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 18:00:00+00:00,6,8.098058223993121,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 19:00:00+00:00,7,7.356459885698996,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 20:00:00+00:00,8,7.924342959597652,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 21:00:00+00:00,9,8.69173266693224,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 22:00:00+00:00,10,9.589383509478466,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-04 23:00:00+00:00,11,10.03998484350177,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-05 00:00:00+00:00,12,13.106827623232675,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-05 01:00:00+00:00,13,20.373825293518166,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 01:00:00+00:00,1,17.54223966088375,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-05 02:00:00+00:00,14,25.979426609978873,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 02:00:00+00:00,2,21.464263255666083,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-04 12:00:00+00:00,2024-01-05 03:00:00+00:00,15,25.152123939164994,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 03:00:00+00:00,3,21.949709605451062,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 04:00:00+00:00,4,22.13162808573088,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 05:00:00+00:00,5,22.49004360521667,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 06:00:00+00:00,6,20.632370478779194,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 07:00:00+00:00,7,16.298043803431028,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 08:00:00+00:00,8,11.083191253646874,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 09:00:00+00:00,9,8.12669931349319,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 10:00:00+00:00,10,6.221941184492152,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 11:00:00+00:00,11,4.920036822397833,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 12:00:00+00:00,12,4.150695787075165,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 13:00:00+00:00,13,3.798406478239258,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 13:00:00+00:00,1,4.032794542752072,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 14:00:00+00:00,14,4.01165145547111,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 14:00:00+00:00,2,4.200781944518894,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 00:00:00+00:00,2024-01-05 15:00:00+00:00,15,6.374302419231981,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 15:00:00+00:00,3,6.446250644387419,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 16:00:00+00:00,4,9.860185556931356,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 17:00:00+00:00,5,12.299493867828915,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 18:00:00+00:00,6,14.220208122139866,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 19:00:00+00:00,7,11.57841822418959,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 20:00:00+00:00,8,10.810611072997744,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 21:00:00+00:00,9,11.72577324126678,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 22:00:00+00:00,10,12.487534561955727,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-05 23:00:00+00:00,11,13.912267782245635,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-06 00:00:00+00:00,12,17.62312962227952,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-06 01:00:00+00:00,13,25.31722564924621,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 01:00:00+00:00,1,21.04920504564234,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-06 02:00:00+00:00,14,31.511611098267167,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 02:00:00+00:00,2,24.93983686235879,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-05 12:00:00+00:00,2024-01-06 03:00:00+00:00,15,32.180519582425404,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 03:00:00+00:00,3,25.526235347683723,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 04:00:00+00:00,4,24.128953057811486,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 05:00:00+00:00,5,23.32571824581464,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 06:00:00+00:00,6,21.33673859816554,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 07:00:00+00:00,7,17.611439417919428,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 08:00:00+00:00,8,11.982979941649319,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 09:00:00+00:00,9,8.059901190904384,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 10:00:00+00:00,10,5.9295102161627256,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 11:00:00+00:00,11,4.621361959777914,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 12:00:00+00:00,12,3.9889194169973052,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 13:00:00+00:00,13,3.9336178758730966,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 12:00:00+00:00,2024-01-06 13:00:00+00:00,1,3.822074212678217,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
2024-01-06 00:00:00+00:00,2024-01-06 14:00:00+00:00,14,4.456032876021254,34.0,-118.0,data\cache\cams_monthly_grib\cams_pm25_202401.grib
